,Unnamed: 0,symbol,companyName,exchange,industry,website,CEO,sector
10,10,IVZ,Invesco Ltd.,New York Stock Exchange,Investment Managers,http://www.invesco.com,Martin L. Flanagan,Finance
11,11,IPGP,IPG Photonics Corp.,NASDAQ,Semiconductors,http://www.ipgphotonics.com,Valentin Pavlovich Gapontsev,Electronic Technology
12,12,IQV,"IQVIA Holdings, Inc.",New York Stock Exchange,Services to the Health Industry,http://www.iqvia.com,Ari Bousbib,Health Services
13,13,IRM,"Iron Mountain, Inc.",New York Stock Exchange,Real Estate Investment Trusts,http://www.ironmountain.com,William Leo Meaney,Finance
14,14,JKHY,"Jack Henry & Associates, Inc.",NASDAQ,Information Technology Services,http://www.jackhenry.com,David B. Foss,Technology Services
15,15,J,"Jacobs Engineering Group, Inc.",New York Stock Exchange,Engineering & Construction,http://www.jacobs.com,Steven J. Demetriou,Industrial Services
16,16,JBHT,"J.B. Hunt Transport Services, Inc.",NASDAQ,Trucking,http://www.jbhunt.com,John N. Roberts,Transportation
17,17,SJM,The J. M. Smucker Co.,New York Stock Exchange,Food: Specialty/Candy,http://www.jmsmucker.com,Mark T. Smucker,Consumer Non-Durables
18,18,JNJ,Johnson & Johnson,New York Stock Exchange,Pharmaceuticals: Major,http://www.jnj.com,Alex Gorsky,Health Technology
19,19,JCI,Johnson Controls International Plc,New York Stock Exchange,Office Equipment/Supplies,http://www.johnsoncontrols.com,George R. Oliver,Producer Manufacturing
20,20,JPM,JPMorgan Chase & Co.,New York Stock Exchange,Major Banks,http://www.jpmorganchase.com,James Dimon,Finance
21,21,JNPR,"Juniper Networks, Inc.",New York Stock Exchange,Information Technology Services,http://www.juniper.net,Rami Rahim,Technology Services
22,22,KSU,Kansas City Southern,New York Stock Exchange,Railroads,http://www.kcsouthern.com,Patrick J. Ottensmeyer,Transportation
23,23,K,Kellogg Co.,New York Stock Exchange,Food: Major Diversified,http://www.kelloggcompany.com,Steven A. Cahillane,Consumer Non-Durables
24,24,KEY,KeyCorp,New York Stock Exchange,Major Banks,http://www.key.com,Beth Elaine Mooney,Finance
25,25,KEYS,"Keysight Technologies, Inc.",New York Stock Exchange,Electronic Equipment/Instruments,http://www.keysight.com,Ronald S. Nersesian,Electronic Technology
26,26,KMB,Kimberly-Clark Corp.,New York Stock Exchange,Household/Personal Care,http://www.kimberly-clark.com,Michael D. Hsu,Consumer Non-Durables
27,27,KIM,Kimco Realty Corp.,New York Stock Exchange,Real Estate Investment Trusts,http://www.kimcorealty.com,Conor C. Flynn,Finance
28,28,KMI,"Kinder Morgan, Inc.",New York Stock Exchange,Oil & Gas Pipelines,http://www.kindermorgan.com,Steven J. Kean,Industrial Services
29,29,KLAC,KLA Corp.,NASDAQ,Electronic Production Equipment,http://www.kla-tencor.com,Richard P. Wallace,Electronic Technology
30,30,KSS,Kohl's Corp.,New York Stock Exchange,Department Stores,http://www.kohls.com,Michelle D. Gass,Retail Trade
31,31,KHC,The Kraft Heinz Co.,NASDAQ,Food: Major Diversified,http://www.kraftheinzcompany.com,Miguel Patricio,Consumer Non-Durables
32,32,KR,The Kroger Co.,New York Stock Exchange,Food Retail,http://www.kroger.com,W. Rodney McMullen,Retail Trade
33,33,LB,"L Brands, Inc.",New York Stock Exchange,Apparel/Footwear Retail,http://www.lb.com,Leslie Herbert Wexner,Retail Trade
34,34,LHX,"L3Harris Technologies, Inc.",New York Stock Exchange,Aerospace & Defense,http://www.l3harris.com,William M. Brown,Electronic Technology
35,35,LH,Laboratory Corp. of America Holdings,New York Stock Exchange,Services to the Health Industry,http://www.labcorp.com,Adam H. Schechter,Health Services
36,36,LRCX,Lam Research Corp.,NASDAQ,Electronic Production Equipment,http://www.lamresearch.com,Timothy M. Archer,Electronic Technology
37,37,LW,"Lamb Weston Holdings, Inc.",New York Stock Exchange,Food: Specialty/Candy,http://www.lambweston.com,Thomas P. Werner,Consumer Non-Durables
38,38,LVS,Las Vegas Sands Corp.,New York Stock Exchange,Casinos/Gaming,http://www.sands.com,Sheldon Gary Adelson,Consumer Services
39,39,LEG,"Leggett & Platt, Inc.",New York Stock Exchange,Home Furnishings,http://www.leggett.com,Karl G. Glassman,Consumer Durables
40,40,LDOS,"Leidos Holdings, Inc.",New York Stock Exchange,Information Technology Services,http://www.leidos.com,Roger A. Krone,Technology Services
41,41,LEN,Lennar Corp.,New York Stock Exchange,Homebuilding,http://www.lennar.com,Richard Beckwitt,Consumer Durables
42,42,LLY,Eli Lilly & Co.,New York Stock Exchange,Pharmaceuticals: Major,http://www.lilly.com,David A. Ricks,Health Technology
43,43,LNC,Lincoln National Corp.,New York Stock Exchange,Life/Health Insurance,http://www.lfg.com,Dennis R. Glass,Finance
44,44,LIN,Linde Plc,New York Stock Exchange,Chemicals: Specialty,http://www.lindeplc.com,Stephen F. Angel,Process Industries
45,45,LYV,"Live Nation Entertainment, Inc.",New York Stock Exchange,Movies/Entertainment,http://www.livenationentertainment.com,Michael Rapino,Consumer Services
46,46,LKQ,LKQ Corp.,NASDAQ,Automotive Aftermarket,http://www.lkqcorp.com,Dominick Paul Zarcone,Consumer Durables
47,47,LMT,Lockheed Martin Corp.,New York Stock Exchange,Aerospace & Defense,http://www.lockheedmartin.com,Marillyn A. Hewson,Electronic Technology
48,48,L,Loews Corp.,New York Stock Exchange,Property/Casualty Insurance,http://www.loews.com,James S. Tisch,Finance
49,49,LOW,"Lowe's Cos., Inc.",New York Stock Exchange,Home Improvement Chains,http://www.lowes.com,Marvin R. Ellison,Retail Trade
50,50,LYB,LyondellBasell Industries NV,New York Stock Exchange,Chemicals: Specialty,http://lyondellbasell.com,Bhavesh Vaghjibhai Patel,Process Industries
51,51,MTB,M&T Bank Corp.,New York Stock Exchange,Regional Banks,http://www.mtb.com,René F. Jones,Finance
52,52,M,"Macy's, Inc.",New York Stock Exchange,Department Stores,http://www.macysinc.com,Jeffrey Gennette,Retail Trade
53,53,MRO,Marathon Oil Corp.,New York Stock Exchange,Oil & Gas Production,http://www.marathonoil.com,Lee M. Tillman,Energy Minerals
54,54,MPC,Marathon Petroleum Corp.,New York Stock Exchange,Oil Refining/Marketing,http://www.marathonpetroleum.com,Michael J. Hennigan,Energy Minerals
55,55,MKTX,"MarketAxess Holdings, Inc.",NASDAQ,Investment Banks/Brokers,http://www.marketaxess.com,Richard Mitchell McVey,Finance
56,56,MAR,"Marriott International, Inc.",NASDAQ,Hotels/Resorts/Cruiselines,http://www.marriott.com,Arne M. Sorenson,Consumer Services
57,57,MMC,"Marsh & McLennan Cos., Inc.",New York Stock Exchange,Insurance Brokers/Services,http://marsh.com,Daniel S. Glaser,Finance
58,58,MLM,"Martin Marietta Materials, Inc.",New York Stock Exchange,Construction Materials,http://www.martinmarietta.com,C. Howard Nye,Non-Energy Minerals
59,59,MAS,Masco Corp.,New York Stock Exchange,Building Products,http://www.masco.com,Keith J. Allman,Producer Manufacturing
60,60,MA,"Mastercard, Inc.",New York Stock Exchange,Finance/Rental/Leasing,http://www.mastercard.com,Ajaypal S. Banga,Finance
61,61,MKC,"McCormick & Co., Inc.",New York Stock Exchange,Food: Specialty/Candy,http://www.mccormickcorporation.com,Lawrence Erik Kurzius,Consumer Non-Durables
62,62,MXIM,"Maxim Integrated Products, Inc.",NASDAQ,Semiconductors,http://www.maximintegrated.com,Tunç Doluca,Electronic Technology
63,63,MCD,McDonald's Corp.,New York Stock Exchange,Restaurants,http://www.mcdonalds.com,Chris Kempczinski,Consumer Services
64,64,MCK,McKesson Corp.,New York Stock Exchange,Medical Distributors,http://www.mckesson.com,Brian Scott Tyler,Distribution Services
65,65,MDT,Medtronic Plc,New York Stock Exchange,Medical Specialties,http://www.medtronic.com,Omar S. Ishrak,Health Technology
66,66,MRK,"Merck & Co., Inc.",New York Stock Exchange,Pharmaceuticals: Major,http://www.merck.com,Kenneth C. Frazier,Health Technology
67,67,MET,"MetLife, Inc.",New York Stock Exchange,Life/Health Insurance,http://www.metlife.com,Michel A. Khalaf,Finance
68,68,MTD,"Mettler-Toledo International, Inc.",New York Stock Exchange,Medical Specialties,http://www.us.mt.com,Olivier A. Filliol,Health Technology
69,69,MGM,MGM Resorts International,New York Stock Exchange,Casinos/Gaming,http://www.mgmresorts.com,William Joseph Hornbuckle,Consumer Services
70,70,MCHP,"Microchip Technology, Inc.",NASDAQ,Semiconductors,http://www.microchip.com,Steve Sanghi,Electronic Technology
71,71,MU,"Micron Technology, Inc.",NASDAQ,Semiconductors,http://www.micron.com,Sanjay Mehrotra,Electronic Technology
72,72,MSFT,Microsoft Corp.,NASDAQ,Packaged Software,http://www.microsoft.com,Satya Nadella,Technology Services
73,73,MAA,"Mid-America Apartment Communities, Inc.",New York Stock Exchange,Real Estate Investment Trusts,http://www.maac.com,H. Eric Bolton,Finance
74,74,MHK,"Mohawk Industries, Inc.",New York Stock Exchange,Home Furnishings,http://www.mohawkind.com,Jeffrey S. Lorberbaum,Consumer Durables
75,75,TAP,Molson Coors Beverage Co.,New York Stock Exchange,Beverages: Alcoholic,http://www.molsoncoors.com,Gavin D. K. Hattersley,Consumer Non-Durables
76,76,MDLZ,"Mondelez International, Inc.",NASDAQ,Food: Major Diversified,http://www.mondelezinternational.com,Dirk van de Put,Consumer Non-Durables
77,77,MNST,Monster Beverage Corp.,NASDAQ,Beverages: Non-Alcoholic,http://www.monsterbevcorp.com,Rodney Cyril Sacks,Consumer Non-Durables
78,78,MCO,Moody's Corp.,New York Stock Exchange,Financial Publishing/Services,http://www.moodys.com,Raymond W. McDaniel,Commercial Services
79,79,MS,Morgan Stanley,New York Stock Exchange,Investment Banks/Brokers,http://www.morganstanley.com,James Patrick Gorman,Finance
80,80,MOS,The Mosaic Co.,New York Stock Exchange,Chemicals: Agricultural,http://www.mosaicco.com,James Calvin O'Rourke,Process Industries
81,81,MSI,"Motorola Solutions, Inc.",New York Stock Exchange,Aerospace & Defense,http://www.motorolasolutions.com,Gregory Q. Brown,Electronic Technology
82,82,MSCI,"MSCI, Inc.",New York Stock Exchange,Investment Managers,http://www.msci.com,Henry A. Fernandez,Finance
83,83,MYL,Mylan NV,NASDAQ,Pharmaceuticals: Generic,http://mylan.co.uk,Heather M. Bresch,Health Technology
84,84,NDAQ,"Nasdaq, Inc.",NASDAQ,Investment Banks/Brokers,http://www.nasdaq.com,Adena T. Friedman,Finance
85,85,NOV,"National Oilwell Varco, Inc.",New York Stock Exchange,Oilfield Services/Equipment,http://www.nov.com,Clay C. Williams,Industrial Services
86,86,NTAP,"NetApp, Inc.",NASDAQ,Computer Peripherals,http://www.netapp.com,George Kurian,Electronic Technology
87,87,NFLX,"Netflix, Inc.",NASDAQ,Cable/Satellite TV,http://www.netflix.com,Wilmot Reed Hastings,Consumer Services
88,88,NWL,"Newell Brands, Inc.",NASDAQ,Industrial Conglomerates,http://www.newellbrands.com,Ravichandra K. Saligram,Producer Manufacturing
89,89,NEM,Newmont Corp.,New York Stock Exchange,Precious Metals,http://www.newmont.com,Thomas R. Palmer,Non-Energy Minerals
90,90,NWSA,News Corp.,NASDAQ,Publishing: Newspapers,http://www.newscorp.com,Robert James Thomson,Consumer Services
91,91,NWS,News Corp.,NASDAQ,Publishing: Newspapers,http://www.newscorp.com,Robert James Thomson,Consumer Services
92,92,NEE,"NextEra Energy, Inc.",New York Stock Exchange,Electric Utilities,http://www.nexteraenergy.com,James L. Robo,Utilities
93,93,NLSN,Nielsen Holdings Plc,New York Stock Exchange,Advertising/Marketing Services,http://nielsen.com,David W. Kenny,Commercial Services
94,94,NKE,"NIKE, Inc.",New York Stock Exchange,Apparel/Footwear,http://www.nike.com,John J. Donahoe,Consumer Non-Durables
95,95,NI,"NiSource, Inc.",New York Stock Exchange,Gas Distributors,http://www.nisource.com,Joseph J. Hamrock,Utilities
96,96,NBL,"Noble Energy, Inc.",NASDAQ,Oil & Gas Production,http://www.nblenergy.com,David L. Stover,Energy Minerals
97,97,JWN,"Nordstrom, Inc.",New York Stock Exchange,Apparel/Footwear Retail,http://www.nordstrom.com,Erik B. Nordstrom,Retail Trade
98,98,NSC,Norfolk Southern Corp.,New York Stock Exchange,Railroads,http://www.nscorp.com,James A. Squires,Transportation
99,99,NTRS,Northern Trust Corp.,NASDAQ,Regional Banks,http://www.northerntrust.com,Michael G. O'Grady,Finance
0,0,NOC,Northrop Grumman Corp.,New York Stock Exchange,Aerospace & Defense,http://www.northropgrumman.com,Kathy J. Warden,Electronic Technology
1,1,NLOK,"NortonLifeLock, Inc.",NASDAQ,Packaged Software,http://www.symantec.com,Vincent Pilette,Technology Services
2,2,NCLH,Norwegian Cruise Line Holdings Ltd.,New York Stock Exchange,Hotels/Resorts/Cruiselines,http://www.nclhltd.com,Frank J. Del Rio,Consumer Services
3,3,NRG,"NRG Energy, Inc.",New York Stock Exchange,Electric Utilities,http://www.nrg.com,Mauricio Gutierrez,Utilities
4,4,NUE,Nucor Corp.,New York Stock Exchange,Steel,http://www.nucor.com,Leon J. Topalian,Non-Energy Minerals
5,5,NVDA,NVIDIA Corp.,NASDAQ,Semiconductors,http://www.nvidia.com,Jen-Hsun Huang,Electronic Technology
6,6,NVR,"NVR, Inc.",New York Stock Exchange,Homebuilding,http://www.nvrinc.com,Paul C. Saville,Consumer Durables
7,7,ORLY,"O'Reilly Automotive, Inc.",NASDAQ,Specialty Stores,http://www.oreillyauto.com,Gregory D. Johnson,Retail Trade
8,8,OXY,Occidental Petroleum Corp.,New York Stock Exchange,Oil & Gas Production,http://www.oxy.com,Vicki A. Hollub,Energy Minerals
9,9,ODFL,"Old Dominion Freight Line, Inc.",NASDAQ,Trucking,http://www.odfl.com,Greg C. Gantt,Transportation
10,10,OMC,"Omnicom Group, Inc.",New York Stock Exchange,Advertising/Marketing Services,http://www.omnicomgroup.com,John D. Wren,Commercial Services
11,11,OKE,"ONEOK, Inc.",New York Stock Exchange,Oil & Gas Pipelines,http://www.oneok.com,Terry K. Spencer,Industrial Services
12,12,ORCL,Oracle Corp.,New York Stock Exchange,Packaged Software,http://www.oracle.com,Safra Ada Catz,Technology Services
13,13,PCAR,"PACCAR, Inc.",NASDAQ,Trucks/Construction/Farm Machinery,http://www.paccar.com,Preston R. Feight,Producer Manufacturing
14,14,PKG,Packaging Corporation of America,New York Stock Exchange,Containers/Packaging,http://www.packagingcorp.com,Mark W. Kowlzan,Process Industries
15,15,PH,Parker-Hannifin Corp.,New York Stock Exchange,Industrial Machinery,http://www.parker.com,Thomas L. Williams,Producer Manufacturing
16,16,PAYX,"Paychex, Inc.",NASDAQ,Data Processing Services,http://www.paychex.com,Martin Mucci,Technology Services
17,17,PAYC,"Paycom Software, Inc.",New York Stock Exchange,Packaged Software,http://www.paycom.com,Chad R. Richison,Technology Services
18,18,PYPL,"PayPal Holdings, Inc.",NASDAQ,Data Processing Services,http://www.paypal.com,Daniel H. Schulman,Technology Services
19,19,PNR,Pentair Plc,New York Stock Exchange,Miscellaneous Manufacturing,http://pentair.com,John L. Stauch,Producer Manufacturing
20,20,PBCT,"People's United Financial, Inc.",NASDAQ,Major Banks,http://www.peoples.com,John P. Barnes,Finance
21,21,PEP,"PepsiCo, Inc.",NASDAQ,Beverages: Non-Alcoholic,http://www.pepsico.com,Ramon Luis Laguarta,Consumer Non-Durables
22,22,PKI,"PerkinElmer, Inc. (United States)",New York Stock Exchange,Medical Specialties,http://www.perkinelmer.com,Prahlad Ramadhar Singh,Health Technology
23,23,PRGO,Perrigo Co. Plc,New York Stock Exchange,Pharmaceuticals: Other,http://www.perrigo.com,Murray S. Kessler,Health Technology
24,24,PFE,Pfizer Inc.,New York Stock Exchange,Pharmaceuticals: Major,http://www.pfizer.com,Albert Bourla,Health Technology
25,25,PM,"Philip Morris International, Inc.",New York Stock Exchange,Tobacco,http://www.pmi.com,André Calantzopoulos,Consumer Non-Durables
26,26,PSX,Phillips 66,New York Stock Exchange,Oil Refining/Marketing,http://www.phillips66.com,Greg C. Garland,Energy Minerals
27,27,PNW,Pinnacle West Capital Corp.,New York Stock Exchange,Electric Utilities,http://www.pinnaclewest.com,Jeffrey B. Guldner,Utilities
28,28,PXD,Pioneer Natural Resources Co.,New York Stock Exchange,Oil & Gas Production,http://www.pxd.com,Scott Douglas Sheffield,Energy Minerals
29,29,PNC,"The PNC Financial Services Group, Inc.",New York Stock Exchange,Major Banks,http://www.pnc.com,William Stanton Demchak,Finance
30,30,PPG,"PPG Industries, Inc.",New York Stock Exchange,Industrial Specialties,http://www.ppg.com,Michael H. McGarry,Process Industries
31,31,PPL,PPL Corp.,New York Stock Exchange,Electric Utilities,http://www.pplweb.com,William Harold Spence,Utilities
32,32,PFG,"Principal Financial Group, Inc.",NASDAQ,Investment Managers,http://www.principal.com,Daniel Joseph Houston,Finance
33,33,PG,Procter & Gamble Co.,New York Stock Exchange,Household/Personal Care,http://www.pg.com,David S. Taylor,Consumer Non-Durables
34,34,PGR,Progressive Corp.,New York Stock Exchange,Property/Casualty Insurance,http://www.progressive.com,Susan Patricia Griffith,Finance
35,35,PLD,"Prologis, Inc.",New York Stock Exchange,Real Estate Investment Trusts,http://www.prologis.com,Hamid R. Moghadam,Finance
36,36,PRU,"Prudential Financial, Inc.",New York Stock Exchange,Financial Conglomerates,http://www.prudential.com,Charlie F. Lowrey,Finance
37,37,PEG,"Public Service Enterprise Group, Inc.",New York Stock Exchange,Electric Utilities,http://www.pseg.com,Ralph Izzo,Utilities
38,38,PSA,Public Storage,New York Stock Exchange,Real Estate Investment Trusts,http://www.publicstorage.com,Joseph D. Russell,Finance
39,39,PHM,"PulteGroup, Inc.",New York Stock Exchange,Homebuilding,http://www.pultegroupinc.com,Ryan R. Marshall,Consumer Durables
40,40,PVH,PVH Corp.,New York Stock Exchange,Apparel/Footwear,http://www.pvh.com,Emanuel Chirico,Consumer Non-Durables
41,41,QRVO,"Qorvo, Inc.",NASDAQ,Semiconductors,http://www.qorvo.com,Robert A. Bruggeworth,Electronic Technology
42,42,PWR,"Quanta Services, Inc.",New York Stock Exchange,Engineering & Construction,http://www.quantaservices.com,Earl C. Austin,Industrial Services
43,43,QCOM,"QUALCOMM, Inc.",NASDAQ,Telecommunications Equipment,http://www.qualcomm.com,Steven M. Mollenkopf,Electronic Technology
44,44,DGX,"Quest Diagnostics, Inc.",New York Stock Exchange,Services to the Health Industry,http://www.questdiagnostics.com,Stephen H. Rusckowski,Health Services
45,45,RL,Ralph Lauren Corp.,New York Stock Exchange,Apparel/Footwear Retail,http://www.ralphlauren.com,Patrice Jean Louis Louvet,Retail Trade
46,46,RJF,"Raymond James Financial, Inc.",New York Stock Exchange,Investment Banks/Brokers,http://www.raymondjames.com,Paul C. Reilly,Finance
47,47,RTX,Raytheon Technologies Corp.,New York Stock Exchange,Aerospace & Defense,http://www.rtx.com,,Electronic Technology
48,48,O,Realty Income Corp.,New York Stock Exchange,Real Estate Investment Trusts,http://www.realtyincome.com,Sumit Roy,Finance
49,49,REG,Regency Centers Corp.,NASDAQ,Real Estate Investment Trusts,http://www.regencycenters.com,Lisa Palmer,Finance
50,50,REGN,"Regeneron Pharmaceuticals, Inc.",NASDAQ,Biotechnology,http://www.regeneron.com,Leonard S. Schleifer,Health Technology
51,51,RF,Regions Financial Corp.,New York Stock Exchange,Major Banks,http://www.regions.com,John M. Turner,Finance
52,52,RSG,"Republic Services, Inc.",New York Stock Exchange,Environmental Services,http://www.republicservices.com,Donald W. Slager,Industrial Services
53,53,RMD,"ResMed, Inc.",New York Stock Exchange,Medical Specialties,http://www.resmed.com,Michael J. Farrell,Health Technology
54,54,RHI,"Robert Half International, Inc.",New York Stock Exchange,Personnel Services,http://www.roberthalf.com,Michael Keith Waddell,Commercial Services
55,55,ROK,"Rockwell Automation, Inc.",New York Stock Exchange,Electrical Products,http://www.rockwellautomation.com,Blake D. Moret,Producer Manufacturing
56,56,ROL,"Rollins, Inc.",New York Stock Exchange,Other Consumer Services,http://www.rollins.com,Gary W. Rollins,Consumer Services
57,57,ROP,"Roper Technologies, Inc.",New York Stock Exchange,Electronic Equipment/Instruments,http://www.ropertech.com,Laurence Neil Hunn,Electronic Technology
58,58,ROST,"Ross Stores, Inc.",NASDAQ,Apparel/Footwear Retail,http://www.rossstores.com,Barbara Rentler,Retail Trade
59,59,RCL,Royal Caribbean Cruises Ltd.,New York Stock Exchange,Hotels/Resorts/Cruiselines,http://www.rclcorporate.com,Richard D. Fain,Consumer Services
60,60,SPGI,"S&P Global, Inc.",New York Stock Exchange,Financial Publishing/Services,http://www.spglobal.com,Douglas L. Peterson,Commercial Services
61,61,CRM,"salesforce.com, inc.",New York Stock Exchange,Packaged Software,http://www.salesforce.com,Marc Russell Benioff,Technology Services
62,62,SBAC,SBA Communications Corp.,NASDAQ,Real Estate Investment Trusts,http://www.sbasite.com,Jeffrey A. Stoops,Finance
63,63,SLB,Schlumberger NV,New York Stock Exchange,Oilfield Services/Equipment,http://www.slb.com,Olivier Le Peuch,Industrial Services
64,64,STX,Seagate Technology Plc,NASDAQ,Computer Peripherals,http://www.seagate.com,William David Mosley,Electronic Technology
65,65,SEE,Sealed Air Corp.,New York Stock Exchange,Containers/Packaging,http://www.sealedair.com,Edward L. Doheny,Process Industries
66,66,SRE,Sempra Energy,New York Stock Exchange,Gas Distributors,http://www.sempra.com,Jeffrey Walker Martin,Utilities
67,67,NOW,"ServiceNow, Inc.",New York Stock Exchange,Information Technology Services,http://www.servicenow.com,William R. McDermott,Technology Services
68,68,SHW,The Sherwin-Williams Co.,New York Stock Exchange,Industrial Specialties,http://www.sherwin-williams.com,John George Morikis,Process Industries
69,69,SPG,"Simon Property Group, Inc.",New York Stock Exchange,Real Estate Investment Trusts,http://www.simon.com,David E. Simon,Finance
70,70,SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,http://www.skyworksinc.com,Liam K. Griffin,Electronic Technology
71,71,SLG,SL Green Realty Corp.,New York Stock Exchange,Real Estate Investment Trusts,http://www.slgreen.com,Marc Holliday,Finance
72,72,SNA,"Snap-On, Inc.",New York Stock Exchange,Tools & Hardware,http://www.snapon.com,Nicholas T. Pinchuk,Consumer Durables
73,73,SO,The Southern Co.,New York Stock Exchange,Electric Utilities,http://www.southerncompany.com,Thomas A. Fanning,Utilities
74,74,LUV,Southwest Airlines Co.,New York Stock Exchange,Airlines,http://www.southwest.com,Gary C. Kelly,Transportation
75,75,SWK,"Stanley Black & Decker, Inc.",New York Stock Exchange,Tools & Hardware,http://www.stanleyblackanddecker.com,James M. Loree,Consumer Durables
76,76,SBUX,Starbucks Corp.,NASDAQ,Restaurants,http://www.starbucks.com,Kevin R. Johnson,Consumer Services
77,77,STT,State Street Corp.,New York Stock Exchange,Regional Banks,http://www.statestreet.com,Ronald Philip O'Hanley,Finance
78,78,STE,STERIS Plc (Ireland),New York Stock Exchange,Medical Specialties,http://www.steris.com,Walter M. Rosebrough,Health Technology
79,79,SYK,Stryker Corp.,New York Stock Exchange,Medical Specialties,http://www.stryker.com,Kevin A. Lobo,Health Technology
80,80,SIVB,SVB Financial Group,NASDAQ,Regional Banks,http://www.svb.com,Gregory W. Becker,Finance
81,81,SYF,Synchrony Financial,New York Stock Exchange,Finance/Rental/Leasing,http://www.synchrony.com,Margaret M. Keane,Finance
82,82,SNPS,"Synopsys, Inc.",NASDAQ,Packaged Software,http://www.synopsys.com,Aart J. de Geus / Chi-Foon Chan,Technology Services
83,83,SYY,Sysco Corp.,New York Stock Exchange,Food Distributors,http://www.sysco.com,Kevin Hourican,Distribution Services
84,84,TMUS,"T-Mobile US, Inc.",NASDAQ,Wireless Telecommunications,http://www.t-mobile.com,G. Michael Sievert,Communications
85,85,TROW,"T. Rowe Price Group, Inc.",NASDAQ,Investment Managers,http://www.troweprice.com,William Joseph Stromberg,Finance
86,86,TTWO,"Take-Two Interactive Software, Inc.",NASDAQ,Recreational Products,http://www.take2games.com,Strauss H. Zelnick,Consumer Durables
87,87,TPR,"Tapestry, Inc.",New York Stock Exchange,Apparel/Footwear Retail,http://www.tapestry.com,Olajide James Zeitlin,Retail Trade
88,88,TGT,Target Corp.,New York Stock Exchange,Specialty Stores,http://www.target.com,Brian C. Cornell,Retail Trade
89,89,TEL,TE Connectivity Ltd.,New York Stock Exchange,Electronic Components,http://www.teconnectivity.com,Terrence R. Curtin,Electronic Technology
90,90,FTI,TechnipFMC Plc,New York Stock Exchange,Oilfield Services/Equipment,http://technipfmc.com,Douglas J. Pferdehirt,Industrial Services
91,91,TFX,"Teleflex, Inc.",New York Stock Exchange,Medical Specialties,http://www.teleflex.com,Liam J. Kelly,Health Technology
92,92,TXN,Texas Instruments Incorporated,NASDAQ,Semiconductors,http://www.ti.com,Richard K. Templeton,Electronic Technology
93,93,TXT,"Textron, Inc.",New York Stock Exchange,Aerospace & Defense,http://www.textron.com,Scott C. Donnelly,Electronic Technology
94,94,TMO,"Thermo Fisher Scientific, Inc.",New York Stock Exchange,Medical Specialties,http://www.thermofisher.com,Marc N. Casper,Health Technology
95,95,TIF,Tiffany & Co.,New York Stock Exchange,Specialty Stores,http://www.tiffany.com,Alessandro Bogliolo,Retail Trade
96,96,TJX,"The TJX Cos., Inc.",New York Stock Exchange,Apparel/Footwear Retail,http://www.tjx.com,Ernie L. Herrman,Retail Trade
97,97,TSCO,Tractor Supply Co.,NASDAQ,Specialty Stores,http://www.tractorsupply.com,Gregory A. Sandfort / Harry A. Lawton,Retail Trade
98,98,TT,Trane Technologies Plc,New York Stock Exchange,Industrial Conglomerates,http://www.tranetechnologies.com,Michael W. Lamach,Producer Manufacturing
99,99,TDG,"TransDigm Group, Inc.",New York Stock Exchange,Aerospace & Defense,http://www.transdigm.com,Kevin M. Stein,Electronic Technology
0,0,TRV,"The Travelers Cos., Inc.",New York Stock Exchange,Multi-Line Insurance,http://www.travelers.com,Alan D. Schnitzer,Finance
1,1,TFC,Truist Financial Corp.,New York Stock Exchange,Regional Banks,http://www.thepremierfinancialinstitution.com,Kelly S. King,Finance
2,2,TWTR,"Twitter, Inc.",New York Stock Exchange,Internet Software/Services,http://www.twitter.com,Jack Dorsey,Technology Services
3,3,TSN,"Tyson Foods, Inc.",New York Stock Exchange,Food: Meat/Fish/Dairy,http://www.tysonfoods.com,Noel W. White,Consumer Non-Durables
4,4,UDR,"UDR, Inc.",New York Stock Exchange,Real Estate Investment Trusts,http://www.udr.com,Thomas W. Toomey,Finance
5,5,ULTA,"Ulta Beauty, Inc.",NASDAQ,Specialty Stores,http://www.ulta.com,Mary N. Dillon,Retail Trade
6,6,USB,U.S. Bancorp,New York Stock Exchange,Major Banks,http://www.usbank.com,Andrew J. Cecere,Finance
7,7,UAA,"Under Armour, Inc.",New York Stock Exchange,Apparel/Footwear,http://www.underarmour.com,Patrik Frisk,Consumer Non-Durables
8,8,UA,"Under Armour, Inc.",New York Stock Exchange,Apparel/Footwear,http://www.underarmour.com,Patrik Frisk,Consumer Non-Durables
9,9,UNP,Union Pacific Corp.,New York Stock Exchange,Railroads,http://www.up.com,Lance M. Fritz,Transportation
10,10,UAL,"United Airlines Holdings, Inc.",NASDAQ,Airlines,http://www.unitedcontinentalholdings.com,Oscar Munoz,Transportation
11,11,UNH,"UnitedHealth Group, Inc.",New York Stock Exchange,Managed Health Care,http://www.unitedhealthgroup.com,David Scott Wichmann,Health Services
12,12,UPS,"United Parcel Service, Inc.",New York Stock Exchange,Air Freight/Couriers,http://www.ups.com,David P. Abney,Transportation
13,13,URI,"United Rentals, Inc.",New York Stock Exchange,Finance/Rental/Leasing,http://www.unitedrentals.com,Matthew John Flannery,Finance
14,14,UHS,"Universal Health Services, Inc.",New York Stock Exchange,Hospital/Nursing Management,http://www.uhsinc.com,Alan B. Miller,Health Services
15,15,UNM,Unum Group,New York Stock Exchange,Life/Health Insurance,http://unum.co.uk,Richard Paul McKenney,Finance
