,Unnamed: 0,symbol,companyName,exchange,industry,website,CEO,sector
16,16,VFC,VF Corp.,New York Stock Exchange,Apparel/Footwear,http://www.vfc.com,Steven E. Rendle,Consumer Non-Durables
17,17,VLO,Valero Energy Corp.,New York Stock Exchange,Oil Refining/Marketing,http://www.valero.com,Joseph W. Gorder,Energy Minerals
18,18,VAR,"Varian Medical Systems, Inc.",New York Stock Exchange,Medical Specialties,http://www.varian.com,Dow R. Wilson,Health Technology
19,19,VTR,"Ventas, Inc.",New York Stock Exchange,Real Estate Investment Trusts,http://www.ventasreit.com,Debra A. Cafaro,Finance
20,20,VRSN,"VeriSign, Inc.",NASDAQ,Internet Software/Services,http://www.verisigninc.com,D. James Bidzos,Technology Services
21,21,VRSK,"Verisk Analytics, Inc.",NASDAQ,Insurance Brokers/Services,http://www.verisk.com,Scott G. Stephenson,Finance
22,22,VZ,"Verizon Communications, Inc.",New York Stock Exchange,Major Telecommunications,http://www.verizon.com,Hans Erik Vestberg,Communications
23,23,VRTX,"Vertex Pharmaceuticals, Inc.",NASDAQ,Biotechnology,http://www.vrtx.com,Reshma Kewalramani,Health Technology
24,24,VIAC,"ViacomCBS, Inc.",NASDAQ,Broadcasting,http://www.viacbs.com,Robert Marc Bakish,Consumer Services
25,25,V,"Visa, Inc.",New York Stock Exchange,Finance/Rental/Leasing,http://usa.visa.com,Alfred F. Kelly,Finance
26,26,VNO,Vornado Realty Trust,New York Stock Exchange,Real Estate Investment Trusts,http://www.vno.com,Steven Roth,Finance
27,27,VMC,Vulcan Materials Co.,New York Stock Exchange,Construction Materials,http://www.vulcanmaterials.com,J. Thomas Hill,Non-Energy Minerals
28,28,WRB,W.R. Berkley Corp.,New York Stock Exchange,Property/Casualty Insurance,http://www.wrberkley.com,William Robert Berkley,Finance
29,29,WAB,Westinghouse Air Brake Technologies Corp.,New York Stock Exchange,Trucks/Construction/Farm Machinery,http://www.wabtec.com,Rafael O. Santana,Producer Manufacturing
30,30,WMT,"Walmart, Inc.",New York Stock Exchange,Food Retail,http://corporate.walmart.com,C. Douglas McMillon,Retail Trade
31,31,WBA,"Walgreens Boots Alliance, Inc.",NASDAQ,Drugstore Chains,http://www.walgreensbootsalliance.com,Stefano Pessina,Retail Trade
32,32,DIS,The Walt Disney Co.,New York Stock Exchange,Media Conglomerates,http://www.thewaltdisneycompany.com,Robert Chapek,Consumer Services
33,33,WM,"Waste Management, Inc.",New York Stock Exchange,Environmental Services,http://www.wm.com,James C. Fish,Industrial Services
34,34,WAT,Waters Corp.,New York Stock Exchange,Medical Specialties,http://www.waters.com,Christopher James O'Connell,Health Technology
35,35,WEC,"WEC Energy Group, Inc.",New York Stock Exchange,Electric Utilities,http://www.wecenergygroup.com,Joseph Kevin Fletcher,Utilities
36,36,WFC,Wells Fargo & Co.,New York Stock Exchange,Major Banks,http://www.wellsfargo.com,Charles William Scharf,Finance
37,37,WELL,"Welltower, Inc.",New York Stock Exchange,Real Estate Investment Trusts,http://www.welltower.com,Thomas J. DeRosa,Finance
38,38,WDC,Western Digital Corp.,NASDAQ,Computer Peripherals,http://www.wdc.com,David V. Goeckeler,Electronic Technology
39,39,WU,The Western Union Co.,New York Stock Exchange,Finance/Rental/Leasing,http://www.westernunion.com,Hikmet Ersek,Finance
40,40,WRK,WestRock Co.,New York Stock Exchange,Containers/Packaging,http://www.westrock.com,Steven C. Voorhees,Process Industries
41,41,WY,Weyerhaeuser Co.,New York Stock Exchange,Real Estate Investment Trusts,http://www.weyerhaeuser.com,Devin W. Stockfish,Finance
42,42,WHR,Whirlpool Corp.,New York Stock Exchange,Electronics/Appliances,http://www.whirlpoolcorp.com,Marc Robert Bitzer,Consumer Durables
43,43,WMB,"The Williams Cos., Inc.",New York Stock Exchange,Oil & Gas Pipelines,http://co.williams.com,Alan S. Armstrong,Industrial Services
44,44,WLTW,Willis Towers Watson Plc,NASDAQ,Insurance Brokers/Services,http://www.willistowerswatson.com,John J. Haley,Finance
45,45,WYNN,Wynn Resorts Ltd.,NASDAQ,Casinos/Gaming,http://www.wynnresorts.com,Matthew O. Maddox,Consumer Services
46,46,XEL,"Xcel Energy, Inc.",NASDAQ,Electric Utilities,http://www.xcelenergy.com,Benjamin G. S. Fowke,Utilities
47,47,XRX,Xerox Holdings Corp.,New York Stock Exchange,Computer Peripherals,http://www.xerox.com,John Visentin,Electronic Technology
48,48,XLNX,"Xilinx, Inc.",NASDAQ,Semiconductors,http://www.xilinx.com,Victor Peng,Electronic Technology
49,49,XYL,"Xylem, Inc.",New York Stock Exchange,Industrial Machinery,http://www.xyleminc.com,Patrick K. Decker,Producer Manufacturing
50,50,YUM,"Yum! Brands, Inc.",New York Stock Exchange,Restaurants,http://www.yum.com,David W. Gibbs,Consumer Services
51,51,ZBRA,Zebra Technologies Corp.,NASDAQ,Computer Peripherals,http://www.zebra.com,Anders Gustafsson,Electronic Technology
52,52,ZBH,"Zimmer Biomet Holdings, Inc.",New York Stock Exchange,Medical Specialties,http://www.zimmerbiomet.com,Bryan C. Hanson,Health Technology
53,53,ZION,Zions Bancorporation NA,NASDAQ,Regional Banks,http://www.zionsbancorporation.com,Harris H. Simmons,Finance
54,54,ZTS,"Zoetis, Inc.",New York Stock Exchange,Pharmaceuticals: Generic,http://www.zoetis.com,Kristin C. Peck,Health Technology
